,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_usd,employee_residence,remote_ratio,company_location,company_size,salary_category,job_category,continent,salary_usd_ppp
81861,2024,Senior,Full-time,Data Manager,162150,USD,162150,US,0,US,M,High,Data Leadership,North America,162150.0
81862,2024,Senior,Full-time,Data Manager,89700,USD,89700,US,0,US,M,Medium,Data Leadership,North America,89700.0
81863,2024,Mid,Full-time,Data Manager,130425,USD,130425,US,0,US,M,High,Data Leadership,North America,130425.0
81864,2024,Mid,Full-time,Data Manager,72150,USD,72150,US,0,US,M,Medium,Data Leadership,North America,72150.0
81865,2024,Senior,Full-time,Data Manager,164000,USD,164000,US,0,US,M,High,Data Leadership,North America,164000.0
81866,2024,Senior,Full-time,Data Manager,110000,USD,110000,US,0,US,M,High,Data Leadership,North America,110000.0
81867,2024,Mid,Full-time,Data Scientist,130425,USD,130425,US,0,US,M,High,Data Scientist,North America,130425.0
81868,2024,Mid,Full-time,Data Scientist,72150,USD,72150,US,0,US,M,Medium,Data Scientist,North America,72150.0
81869,2024,Senior,Full-time,Data Scientist,162150,USD,162150,US,0,US,M,High,Data Scientist,North America,162150.0
81870,2024,Senior,Full-time,Data Scientist,89700,USD,89700,US,0,US,M,Medium,Data Scientist,North America,89700.0
81871,2024,Senior,Full-time,Data Scientist,130425,USD,130425,US,0,US,M,High,Data Scientist,North America,130425.0
81872,2024,Senior,Full-time,Data Scientist,72150,USD,72150,US,0,US,M,Medium,Data Scientist,North America,72150.0
81873,2024,Senior,Full-time,Data Scientist,162150,USD,162150,US,0,US,M,High,Data Scientist,North America,162150.0
81874,2024,Senior,Full-time,Data Scientist,89700,USD,89700,US,0,US,M,Medium,Data Scientist,North America,89700.0
81885,2024,Senior,Full-time,Data Integration Analyst,209000,USD,209000,US,0,US,M,High,Other data role,North America,209000.0
81886,2024,Senior,Full-time,Data Integration Analyst,147000,USD,147000,US,0,US,M,High,Other data role,North America,147000.0
81887,2024,Senior,Full-time,Data Engineer,184000,USD,184000,US,0,US,M,High,Data Engineer,North America,184000.0
81888,2024,Senior,Full-time,Data Engineer,136000,USD,136000,US,0,US,M,High,Data Engineer,North America,136000.0
81889,2024,Senior,Full-time,Data Engineer,211500,USD,211500,US,0,US,M,High,Data Engineer,North America,211500.0
81890,2024,Senior,Full-time,Data Engineer,149966,USD,149966,US,0,US,M,High,Data Engineer,North America,149966.0
81899,2024,Mid,Full-time,Data Engineer,290004,USD,290004,US,0,US,M,High,Data Engineer,North America,290004.0
81900,2024,Mid,Full-time,Data Engineer,49997,USD,49997,US,0,US,M,Low,Data Engineer,North America,49997.0
81905,2024,Senior,Full-time,Data Engineer,234700,USD,234700,US,0,US,M,High,Data Engineer,North America,234700.0
81906,2024,Senior,Full-time,Data Engineer,140700,USD,140700,US,0,US,M,High,Data Engineer,North America,140700.0
81907,2024,Mid,Full-time,Data Engineer,215000,USD,215000,US,0,US,M,High,Data Engineer,North America,215000.0
81908,2024,Mid,Full-time,Data Engineer,104000,USD,104000,US,0,US,M,High,Data Engineer,North America,104000.0
81909,2024,Senior,Full-time,Data Engineer,223600,USD,223600,US,0,US,M,High,Data Engineer,North America,223600.0
81910,2024,Senior,Full-time,Data Engineer,152200,USD,152200,US,0,US,M,High,Data Engineer,North America,152200.0
81913,2024,Senior,Full-time,Data Scientist,140000,USD,140000,CA,100,CA,M,High,Data Scientist,North America,167770.3302880572
81914,2024,Senior,Full-time,Data Scientist,115000,USD,115000,CA,100,CA,M,High,Data Scientist,North America,137811.34273661842
81915,2024,Senior,Full-time,Data Scientist,198450,USD,198450,US,0,US,M,High,Data Scientist,North America,198450.0
81916,2024,Senior,Full-time,Data Scientist,136850,USD,136850,US,0,US,M,High,Data Scientist,North America,136850.0
81917,2024,Mid,Full-time,Data Management Specialist,197000,USD,197000,US,0,US,M,High,Data Governance/Specialist,North America,197000.0
81918,2024,Mid,Full-time,Data Management Specialist,130000,USD,130000,US,0,US,M,High,Data Governance/Specialist,North America,130000.0
81919,2024,Mid,Full-time,Data Management Analyst,88000,USD,88000,US,0,US,M,Medium,Data Governance/Specialist,North America,88000.0
81920,2024,Mid,Full-time,Data Management Analyst,80000,USD,80000,US,0,US,M,Medium,Data Governance/Specialist,North America,80000.0
81921,2024,Junior,Full-time,Data Analyst,57000,USD,57000,US,0,US,M,Medium,Data Analyst,North America,57000.0
81922,2024,Junior,Full-time,Data Analyst,48000,USD,48000,US,0,US,M,Low,Data Analyst,North America,48000.0
81923,2024,Junior,Full-time,Data Analyst,110136,USD,110136,US,0,US,M,High,Data Analyst,North America,110136.0
81924,2024,Junior,Full-time,Data Analyst,76068,USD,76068,US,0,US,M,Medium,Data Analyst,North America,76068.0
81925,2024,Junior,Full-time,Data Analyst,131300,USD,131300,US,0,US,M,High,Data Analyst,North America,131300.0
81926,2024,Junior,Full-time,Data Analyst,93400,USD,93400,US,0,US,M,Medium,Data Analyst,North America,93400.0
81929,2024,Senior,Full-time,Data Visualization Engineer,108500,USD,108500,US,100,US,M,High,Other data role,North America,108500.0
81930,2024,Senior,Full-time,Data Visualization Engineer,78800,USD,78800,US,100,US,M,Medium,Other data role,North America,78800.0
81931,2024,Senior,Full-time,Machine Learning Researcher,296300,USD,296300,US,0,US,M,High,Research Scientist,North America,296300.0
81932,2024,Senior,Full-time,Machine Learning Researcher,166600,USD,166600,US,0,US,M,High,Research Scientist,North America,166600.0
81933,2024,Senior,Full-time,Business Intelligence Engineer,164000,USD,164000,US,100,US,M,High,Analytics/BI,North America,164000.0
81934,2024,Senior,Full-time,Business Intelligence Engineer,102000,USD,102000,US,100,US,M,High,Analytics/BI,North America,102000.0
81935,2024,Mid,Full-time,Machine Learning Engineer,410000,USD,410000,US,0,US,M,High,ML/AI Engineer,North America,410000.0
81936,2024,Mid,Full-time,Machine Learning Engineer,194000,USD,194000,US,0,US,M,High,ML/AI Engineer,North America,194000.0
81937,2024,Senior,Full-time,Machine Learning Engineer,410000,USD,410000,US,0,US,M,High,ML/AI Engineer,North America,410000.0
81938,2024,Senior,Full-time,Machine Learning Engineer,224000,USD,224000,US,0,US,M,High,ML/AI Engineer,North America,224000.0
81939,2024,Senior,Full-time,Machine Learning Engineer,312200,USD,312200,US,0,US,M,High,ML/AI Engineer,North America,312200.0
81940,2024,Senior,Full-time,Machine Learning Engineer,175800,USD,175800,US,0,US,M,High,ML/AI Engineer,North America,175800.0
81941,2024,Mid,Full-time,Machine Learning Engineer,264200,USD,264200,US,0,US,M,High,ML/AI Engineer,North America,264200.0
81942,2024,Mid,Full-time,Machine Learning Engineer,143100,USD,143100,US,0,US,M,High,ML/AI Engineer,North America,143100.0
81943,2024,Senior,Full-time,Data Engineer,225000,USD,225000,US,0,US,M,High,Data Engineer,North America,225000.0
81944,2024,Senior,Full-time,Data Engineer,155000,USD,155000,US,0,US,M,High,Data Engineer,North America,155000.0
81945,2024,Mid,Full-time,Applied Scientist,338500,USD,338500,US,0,US,M,High,Research Scientist,North America,338500.0
81946,2024,Mid,Full-time,Applied Scientist,161700,USD,161700,US,0,US,M,High,Research Scientist,North America,161700.0
81947,2024,Senior,Full-time,Applied Scientist,250200,USD,250200,US,0,US,M,High,Research Scientist,North America,250200.0
81948,2024,Senior,Full-time,Applied Scientist,117200,USD,117200,US,0,US,M,High,Research Scientist,North America,117200.0
81949,2024,Mid,Full-time,Applied Scientist,208800,USD,208800,US,0,US,M,High,Research Scientist,North America,208800.0
81950,2024,Mid,Full-time,Applied Scientist,98300,USD,98300,US,0,US,M,Medium,Research Scientist,North America,98300.0
81951,2024,Senior,Full-time,AI Architect,321800,USD,321800,US,0,US,M,High,Data Architect,North America,321800.0
81952,2024,Senior,Full-time,AI Architect,157500,USD,157500,US,0,US,M,High,Data Architect,North America,157500.0
81955,2024,Senior,Full-time,Data Team Lead,50000,GBP,62500,GB,0,GB,M,Medium,Data Leadership,Europe,70100.14625437383
81956,2024,Senior,Full-time,Data Team Lead,45000,GBP,56250,GB,0,GB,M,Medium,Data Leadership,Europe,63090.13162893645
81987,2024,Senior,Full-time,Data Visualization Engineer,150000,USD,150000,CA,0,CA,M,High,Other data role,North America,179753.9253086327
81988,2024,Senior,Full-time,Data Visualization Engineer,100000,USD,100000,CA,0,CA,M,High,Other data role,North America,119835.95020575513
81989,2024,Mid,Full-time,Data Scientist,143376,USD,143376,US,0,US,M,High,Data Scientist,North America,143376.0
81990,2024,Mid,Full-time,Data Scientist,77500,USD,77500,US,0,US,M,Medium,Data Scientist,North America,77500.0
81991,2024,Senior,Full-time,Data Specialist,54500,USD,54500,US,100,US,M,Medium,Data Governance/Specialist,North America,54500.0
81992,2024,Senior,Full-time,Data Specialist,44000,USD,44000,US,100,US,M,Low,Data Governance/Specialist,North America,44000.0
81995,2024,Executive,Full-time,Data Scientist,204000,USD,204000,US,0,US,M,High,Data Scientist,North America,204000.0
81996,2024,Executive,Full-time,Data Scientist,150000,USD,150000,US,0,US,M,High,Data Scientist,North America,150000.0
81997,2024,Mid,Full-time,Data Scientist,172000,USD,172000,US,0,US,M,High,Data Scientist,North America,172000.0
81998,2024,Mid,Full-time,Data Scientist,75600,USD,75600,US,0,US,M,Medium,Data Scientist,North America,75600.0
82001,2024,Senior,Full-time,Data Engineer,206800,USD,206800,US,0,US,M,High,Data Engineer,North America,206800.0
82002,2024,Senior,Full-time,Data Engineer,98500,USD,98500,US,0,US,M,Medium,Data Engineer,North America,98500.0
82003,2024,Mid,Full-time,Data Engineer,137000,USD,137000,US,0,US,M,High,Data Engineer,North America,137000.0
82004,2024,Mid,Full-time,Data Engineer,60400,USD,60400,US,0,US,M,Medium,Data Engineer,North America,60400.0
82005,2024,Senior,Full-time,Data Engineer,200200,USD,200200,US,0,US,M,High,Data Engineer,North America,200200.0
82006,2024,Senior,Full-time,Data Engineer,92500,USD,92500,US,0,US,M,Medium,Data Engineer,North America,92500.0
82007,2024,Senior,Full-time,Data Engineer,200200,USD,200200,US,0,US,M,High,Data Engineer,North America,200200.0
82008,2024,Senior,Full-time,Data Engineer,92500,USD,92500,US,0,US,M,Medium,Data Engineer,North America,92500.0
82009,2024,Mid,Full-time,Data Engineer,110608,USD,110608,CA,0,CA,M,High,Data Engineer,North America,132548.14780358164
82010,2024,Mid,Full-time,Data Engineer,81419,USD,81419,CA,0,CA,M,Medium,Data Engineer,North America,97569.23229802378
82011,2024,Junior,Full-time,Data Analyst,163800,USD,163800,US,0,US,M,High,Data Analyst,North America,163800.0
82012,2024,Junior,Full-time,Data Analyst,78000,USD,78000,US,0,US,M,Medium,Data Analyst,North America,78000.0
82013,2024,Senior,Full-time,Data Architect,241600,USD,241600,US,0,US,M,High,Data Architect,North America,241600.0
82014,2024,Senior,Full-time,Data Architect,109800,USD,109800,US,0,US,M,High,Data Architect,North America,109800.0
82015,2024,Senior,Full-time,Data Architect,182700,USD,182700,US,0,US,M,High,Data Architect,North America,182700.0
82016,2024,Senior,Full-time,Data Architect,132500,USD,132500,US,0,US,M,High,Data Architect,North America,132500.0
82021,2024,Junior,Full-time,Business Intelligence Analyst,80000,USD,80000,US,0,US,M,Medium,Analytics/BI,North America,80000.0
82022,2024,Junior,Full-time,Business Intelligence Analyst,70000,USD,70000,US,0,US,M,Medium,Analytics/BI,North America,70000.0
82031,2024,Senior,Full-time,Data Engineer,234000,USD,234000,US,100,US,M,High,Data Engineer,North America,234000.0
82032,2024,Senior,Full-time,Data Engineer,90000,USD,90000,US,100,US,M,Medium,Data Engineer,North America,90000.0
82033,2024,Senior,Full-time,Data Scientist,233000,USD,233000,US,0,US,M,High,Data Scientist,North America,233000.0
82034,2024,Senior,Full-time,Data Scientist,155000,USD,155000,US,0,US,M,High,Data Scientist,North America,155000.0
82035,2024,Senior,Full-time,Data Scientist,276400,USD,276400,US,0,US,M,High,Data Scientist,North America,276400.0
82036,2024,Senior,Full-time,Data Scientist,145600,USD,145600,US,0,US,M,High,Data Scientist,North America,145600.0
82037,2024,Senior,Full-time,Data Scientist,265200,USD,265200,US,0,US,M,High,Data Scientist,North America,265200.0
82038,2024,Senior,Full-time,Data Scientist,176800,USD,176800,US,0,US,M,High,Data Scientist,North America,176800.0
82041,2024,Mid,Full-time,Data Manager,42550,GBP,53187,GB,0,GB,M,Medium,Data Leadership,Europe,59654.6636613021
82042,2024,Mid,Full-time,Data Manager,38295,GBP,47868,GB,0,GB,M,Low,Data Leadership,Europe,53688.86081446987
82043,2024,Senior,Full-time,Data Architect,245120,USD,245120,US,0,US,M,High,Data Architect,North America,245120.0
82044,2024,Senior,Full-time,Data Architect,145900,USD,145900,US,0,US,M,High,Data Architect,North America,145900.0
82045,2024,Junior,Full-time,Data Analyst,81900,USD,81900,US,0,US,M,Medium,Data Analyst,North America,81900.0
82046,2024,Junior,Full-time,Data Analyst,61200,USD,61200,US,0,US,M,Medium,Data Analyst,North America,61200.0
82047,2024,Senior,Full-time,Data Scientist,193500,USD,193500,US,0,US,M,High,Data Scientist,North America,193500.0
82048,2024,Senior,Full-time,Data Scientist,110400,USD,110400,US,0,US,M,High,Data Scientist,North America,110400.0
82059,2024,Senior,Full-time,AI Engineer,300000,USD,300000,US,0,US,M,High,ML/AI Engineer,North America,300000.0
82060,2024,Senior,Full-time,AI Engineer,200000,USD,200000,US,0,US,M,High,ML/AI Engineer,North America,200000.0
82071,2024,Senior,Full-time,Data Architect,199800,USD,199800,US,0,US,M,High,Data Architect,North America,199800.0
82072,2024,Senior,Full-time,Data Architect,108000,USD,108000,US,0,US,M,High,Data Architect,North America,108000.0
82077,2024,Junior,Full-time,Data Analyst,105000,USD,105000,US,0,US,M,High,Data Analyst,North America,105000.0
82078,2024,Junior,Full-time,Data Analyst,87000,USD,87000,US,0,US,M,Medium,Data Analyst,North America,87000.0
82079,2024,Junior,Full-time,Data Analyst,98450,USD,98450,US,0,US,M,Medium,Data Analyst,North America,98450.0
82080,2024,Junior,Full-time,Data Analyst,67125,USD,67125,US,0,US,M,Medium,Data Analyst,North America,67125.0
82085,2024,Executive,Full-time,AI Engineer,218860,USD,218860,US,0,US,M,High,ML/AI Engineer,North America,218860.0
82086,2024,Executive,Full-time,AI Engineer,168350,USD,168350,US,0,US,M,High,ML/AI Engineer,North America,168350.0
82087,2024,Senior,Full-time,Data Product Manager,190310,USD,190310,US,0,US,M,High,Data Leadership,North America,190310.0
82088,2024,Senior,Full-time,Data Product Manager,149260,USD,149260,US,0,US,M,High,Data Leadership,North America,149260.0
82089,2024,Senior,Full-time,Data Engineer,185000,USD,185000,US,0,US,L,High,Data Engineer,North America,185000.0
82090,2024,Senior,Full-time,Data Engineer,91200,USD,91200,US,0,US,L,Medium,Data Engineer,North America,91200.0
82091,2024,Mid,Full-time,Data Scientist,160000,USD,160000,US,100,US,M,High,Data Scientist,North America,160000.0
82092,2024,Mid,Full-time,Data Scientist,142000,USD,142000,US,100,US,M,High,Data Scientist,North America,142000.0
82093,2024,Senior,Full-time,Data Engineer,145000,USD,145000,US,100,US,M,High,Data Engineer,North America,145000.0
82094,2024,Senior,Full-time,Data Engineer,115000,USD,115000,US,100,US,M,High,Data Engineer,North America,115000.0
82095,2024,Senior,Full-time,Machine Learning Engineer,277500,USD,277500,US,0,US,M,High,ML/AI Engineer,North America,277500.0
82096,2024,Senior,Full-time,Machine Learning Engineer,158500,USD,158500,US,0,US,M,High,ML/AI Engineer,North America,158500.0
82097,2024,Junior,Full-time,Data Analyst,147000,USD,147000,US,0,US,M,High,Data Analyst,North America,147000.0
82098,2024,Junior,Full-time,Data Analyst,63000,USD,63000,US,0,US,M,Medium,Data Analyst,North America,63000.0
82099,2024,Junior,Full-time,Data Analyst,130000,USD,130000,US,100,US,M,High,Data Analyst,North America,130000.0
82100,2024,Junior,Full-time,Data Analyst,80000,USD,80000,US,100,US,M,Medium,Data Analyst,North America,80000.0
82101,2024,Senior,Full-time,Data Engineer,165490,USD,165490,US,0,US,M,High,Data Engineer,North America,165490.0
82102,2024,Senior,Full-time,Data Engineer,129800,USD,129800,US,0,US,M,High,Data Engineer,North America,129800.0
82103,2024,Senior,Full-time,Data Architect,165490,USD,165490,US,0,US,M,High,Data Architect,North America,165490.0
82104,2024,Senior,Full-time,Data Architect,129800,USD,129800,US,0,US,M,High,Data Architect,North America,129800.0
82105,2024,Senior,Full-time,Data Architect,335000,USD,335000,US,0,US,M,High,Data Architect,North America,335000.0
82106,2024,Senior,Full-time,Data Architect,243000,USD,243000,US,0,US,M,High,Data Architect,North America,243000.0
82107,2024,Senior,Full-time,AI Scientist,190000,USD,190000,US,0,US,M,High,Data Scientist,North America,190000.0
82108,2024,Senior,Full-time,AI Scientist,140000,USD,140000,US,0,US,M,High,Data Scientist,North America,140000.0
82113,2024,Senior,Full-time,Analytics Lead,216000,USD,216000,US,100,US,M,High,Data Leadership,North America,216000.0
82114,2024,Senior,Full-time,Analytics Lead,191000,USD,191000,US,100,US,M,High,Data Leadership,North America,191000.0
82115,2024,Senior,Full-time,Machine Learning Engineer,270000,USD,270000,US,100,US,M,High,ML/AI Engineer,North America,270000.0
82116,2024,Senior,Full-time,Machine Learning Engineer,184000,USD,184000,US,100,US,M,High,ML/AI Engineer,North America,184000.0
82117,2024,Senior,Full-time,Machine Learning Engineer,297000,USD,297000,US,0,US,M,High,ML/AI Engineer,North America,297000.0
82118,2024,Senior,Full-time,Machine Learning Engineer,168300,USD,168300,US,0,US,M,High,ML/AI Engineer,North America,168300.0
82121,2024,Senior,Full-time,Machine Learning Engineer,283800,USD,283800,US,0,US,M,High,ML/AI Engineer,North America,283800.0
